time,device_id,co2,humidity,pm25,pressure,temperature,rssi,snr,SF,frequency,f_count,p_count,toa,distance,tx_p,tx_cl,tx_ag,rx_ag,exp_pl
2024-09-05 23:56:51.920651+02:00,pilotdevice,448.0,47.84,11.25,320.92,26.75,-58.0,7.5,7.0,867.5,1428.0,1555.0,0.071936,0.07,14,1,0.4,3,74.4
2024-09-05 23:57:05.162489+02:00,pilotdevice01,,53.58,13.64,321.94,27.77,-37.0,11.0,10.0,868.1,591.0,613.0,0.411648,0.02,14,1,0.4,3,53.4
2024-09-05 23:57:51.932270+02:00,pilotdevice,446.0,47.89,11.24,320.88,26.76,-58.0,9.8,7.0,867.3,1429.0,1556.0,0.071936,0.07,14,1,0.4,3,74.4
2024-09-05 23:58:05.193136+02:00,pilotdevice01,,53.63,12.98,321.92,27.77,-34.0,11.2,10.0,867.7,592.0,614.0,0.411648,0.02,14,1,0.4,3,50.4
2024-09-05 23:58:51.975208+02:00,pilotdevice,447.0,47.89,11.46,320.9,26.76,-56.0,9.2,7.0,868.3,1430.0,1557.0,0.071936,0.07,14,1,0.4,3,72.4
2024-09-05 23:59:05.042207+02:00,pilotdevice01,,53.55,13.59,321.93,27.77,-37.0,12.0,9.0,867.1,593.0,615.0,0.226304,0.02,14,1,0.4,3,53.4
2024-09-05 23:59:52.046198+02:00,pilotdevice,448.0,48.02,12.09,320.91,26.75,-60.0,10.8,7.0,868.1,1431.0,1558.0,0.071936,0.07,14,1,0.4,3,76.4
2024-09-06 00:00:05.401929+02:00,pilotdevice01,,53.57,13.37,321.95,27.77,-42.0,12.5,9.0,868.3,594.0,616.0,0.226304,0.02,14,1,0.4,3,58.4
2024-09-06 00:00:52.106512+02:00,pilotdevice,452.0,47.98,11.12,320.94,26.74,-58.0,10.0,7.0,867.7,1432.0,1559.0,0.071936,0.07,14,1,0.4,3,74.4
2024-09-06 00:01:05.130083+02:00,pilotdevice01,,53.68,13.31,321.93,27.77,-39.0,11.5,9.0,867.9,595.0,617.0,0.226304,0.02,14,1,0.4,3,55.4
2024-09-06 00:01:53.972123+02:00,pilotdevice,450.0,48.05,11.02,320.93,26.73,-64.0,7.5,12.0,867.3,1433.0,1560.0,1.810432,0.07,14,1,0.4,3,80.4
2024-09-06 00:02:05.173969+02:00,pilotdevice01,,53.62,13.38,321.92,27.77,-40.0,9.8,9.0,867.5,596.0,618.0,0.226304,0.02,14,1,0.4,3,56.4
2024-09-06 00:02:53.938100+02:00,pilotdevice,448.0,48.08,10.68,320.92,26.76,-57.0,7.8,12.0,868.5,1434.0,1561.0,1.810432,0.07,14,1,0.4,3,73.4
2024-09-06 00:03:05.217669+02:00,pilotdevice01,,53.66,12.33,321.91,27.77,-42.0,12.2,9.0,867.1,597.0,619.0,0.226304,0.02,14,1,0.4,3,58.4
2024-09-06 00:03:45.850152+02:00,pilotdevice02,,60.49,12.76,322.07,25.79,-43.0,10.8,8.0,867.9,574.0,619.0,0.113152,0.05,14,1,0.4,3,59.4
2024-09-06 00:04:05.157199+02:00,pilotdevice01,,53.55,12.82,321.93,27.77,-38.0,8.5,8.0,868.5,598.0,620.0,0.123392,0.02,14,1,0.4,3,54.4
2024-09-06 00:04:17.474469+02:00,pilotdevice02,,60.77,12.09,322.09,25.78,-43.0,11.8,8.0,868.3,575.0,621.0,0.123392,0.05,14,1,0.4,3,59.4
2024-09-06 00:04:55.004585+02:00,pilotdevice,448.0,48.1,10.6,320.93,26.74,-55.0,8.8,12.0,867.9,1435.0,1562.0,1.810432,0.07,14,1,0.4,3,71.4
2024-09-06 00:05:05.194698+02:00,pilotdevice01,,53.54,12.96,321.93,27.78,-39.0,11.8,8.0,868.1,599.0,621.0,0.113152,0.02,14,1,0.4,3,55.4
2024-09-06 00:05:17.437602+02:00,pilotdevice02,,60.54,12.62,322.13,25.79,-42.0,11.8,8.0,867.7,576.0,622.0,0.123392,0.05,14,1,0.4,3,58.4
2024-09-06 00:05:55.049849+02:00,pilotdevice,455.0,48.18,11.15,320.97,26.74,-55.0,8.2,12.0,868.5,1436.0,1564.0,1.810432,0.07,14,1,0.4,3,71.4
2024-09-06 00:06:05.249441+02:00,pilotdevice01,,53.59,13.37,321.96,27.78,-37.0,10.8,8.0,867.7,600.0,622.0,0.123392,0.02,14,1,0.4,3,53.4
2024-09-06 00:06:17.415621+02:00,pilotdevice02,,60.67,12.34,322.09,25.78,-43.0,11.0,8.0,867.3,577.0,623.0,0.123392,0.05,14,1,0.4,3,59.4
2024-09-06 00:07:05.295825+02:00,pilotdevice01,,53.54,13.17,322.0,27.78,-38.0,11.0,8.0,867.1,601.0,623.0,0.123392,0.02,14,1,0.4,3,54.4
2024-09-06 00:07:17.381163+02:00,pilotdevice02,,60.67,12.07,322.11,25.78,-45.0,12.0,8.0,867.1,578.0,624.0,0.123392,0.05,14,1,0.4,3,61.4
2024-09-06 00:07:55.270574+02:00,pilotdevice,450.0,48.23,11.47,320.96,26.7,-57.0,11.0,11.0,867.9,1437.0,1565.0,0.987136,0.07,14,1,0.4,3,73.4
2024-09-06 00:08:05.327031+02:00,pilotdevice01,,53.59,13.09,321.98,27.78,-36.0,8.0,8.0,868.5,602.0,624.0,0.123392,0.02,14,1,0.4,3,52.4
2024-09-06 00:08:17.284849+02:00,pilotdevice02,,60.86,11.96,322.14,25.78,-48.0,10.2,7.0,868.1,579.0,625.0,0.066816,0.05,14,1,0.4,3,64.4
2024-09-06 00:08:55.321338+02:00,pilotdevice,459.0,48.33,10.36,320.95,26.7,-57.0,10.0,11.0,868.1,1438.0,1567.0,0.987136,0.07,14,1,0.4,3,73.4
2024-09-06 00:09:05.320327+02:00,pilotdevice01,,53.57,14.25,321.92,27.78,-39.0,10.8,7.0,868.1,603.0,625.0,0.066816,0.02,14,1,0.4,3,55.4
2024-09-06 00:09:17.252147+02:00,pilotdevice02,,60.47,12.17,322.09,25.75,-48.0,10.5,7.0,867.9,580.0,626.0,0.061696,0.05,14,1,0.4,3,64.4
2024-09-06 00:09:53.393712+02:00,pilotdevice,455.0,48.34,11.55,320.96,26.71,-55.0,10.2,11.0,867.7,1439.0,1568.0,0.987136,0.07,14,1,0.4,3,71.4
2024-09-06 00:10:05.351679+02:00,pilotdevice01,,53.59,13.04,321.95,27.78,-38.0,9.5,7.0,867.7,604.0,626.0,0.061696,0.02,14,1,0.4,3,54.4
2024-09-06 00:10:17.222703+02:00,pilotdevice02,,60.78,12.25,322.11,25.77,-50.0,9.8,7.0,867.3,581.0,627.0,0.061696,0.05,14,1,0.4,3,66.4
2024-09-06 00:10:53.430045+02:00,pilotdevice,455.0,48.38,10.84,320.92,26.7,-54.0,9.0,11.0,868.5,1440.0,1569.0,0.987136,0.07,14,1,0.4,3,70.4
2024-09-06 00:11:05.390031+02:00,pilotdevice01,,53.63,12.51,321.92,27.78,-36.0,8.8,7.0,867.1,605.0,627.0,0.061696,0.02,14,1,0.4,3,52.4
2024-09-06 00:11:17.196794+02:00,pilotdevice02,,60.82,12.51,322.08,25.77,-48.0,9.8,7.0,867.1,582.0,628.0,0.061696,0.05,14,1,0.4,3,64.4
2024-09-06 00:11:52.942653+02:00,pilotdevice,452.0,48.42,12.12,320.93,26.71,-56.0,8.5,10.0,867.9,1441.0,1570.0,0.452608,0.07,14,1,0.4,3,72.4
2024-09-06 00:12:05.436733+02:00,pilotdevice01,,53.49,13.78,321.9,27.78,-35.0,7.8,7.0,868.5,606.0,628.0,0.061696,0.02,14,1,0.4,3,51.4
2024-09-06 00:12:17.157749+02:00,pilotdevice02,,60.81,12.73,322.05,25.77,-45.0,9.0,7.0,868.3,583.0,629.0,0.061696,0.05,14,1,0.4,3,61.4
2024-09-06 00:12:52.987534+02:00,pilotdevice,456.0,48.46,11.54,320.95,26.67,-55.0,8.5,10.0,868.5,1442.0,1571.0,0.452608,0.07,14,1,0.4,3,71.4
2024-09-06 00:13:05.479574+02:00,pilotdevice01,,53.59,12.35,321.88,27.79,-37.0,9.0,7.0,868.1,607.0,629.0,0.061696,0.02,14,1,0.4,3,53.4
2024-09-06 00:13:18.570970+02:00,pilotdevice02,,60.52,13.02,322.03,25.78,-42.0,8.5,12.0,867.9,584.0,630.0,1.482752,0.05,14,1,0.4,3,58.4
2024-09-06 00:13:53.043936+02:00,pilotdevice,456.0,48.52,12.11,320.88,26.69,-57.0,11.2,10.0,868.1,1443.0,1572.0,0.452608,0.07,14,1,0.4,3,73.4
2024-09-06 00:14:06.973847+02:00,pilotdevice01,,53.54,12.68,321.88,27.78,-37.0,9.0,12.0,867.7,608.0,630.0,1.482752,0.02,14,1,0.4,3,53.4
2024-09-06 00:14:18.702679+02:00,pilotdevice02,,60.35,12.59,322.07,25.77,-41.0,9.2,12.0,868.1,585.0,631.0,1.646592,0.05,14,1,0.4,3,57.4
2024-09-06 00:14:53.081542+02:00,pilotdevice,448.0,48.49,10.47,320.9,26.68,-56.0,8.8,10.0,867.5,1444.0,1573.0,0.452608,0.07,14,1,0.4,3,72.4
2024-09-06 00:15:07.184446+02:00,pilotdevice01,,53.55,12.61,321.91,27.79,-35.0,10.2,12.0,868.1,609.0,631.0,1.646592,0.02,14,1,0.4,3,51.4
2024-09-06 00:15:47.041119+02:00,pilotdevice02,,60.15,11.82,322.07,25.78,-40.0,8.0,12.0,867.3,586.0,632.0,1.646592,0.05,14,1,0.4,3,56.4
2024-09-06 00:16:02.134476+02:00,pilotdevice,453.0,48.57,11.33,320.9,26.7,-54.0,8.8,10.0,868.5,1445.0,1574.0,0.452608,0.07,14,1,0.4,3,70.4
2024-09-06 00:16:35.439850+02:00,pilotdevice01,,53.59,13.3,321.9,27.78,-36.0,9.5,12.0,867.9,610.0,632.0,1.646592,0.02,14,1,0.4,3,52.4
2024-09-06 00:16:52.970757+02:00,pilotdevice,450.0,48.65,12.04,320.92,26.68,-60.0,12.2,9.0,868.1,1446.0,1575.0,0.246784,0.07,14,1,0.4,3,76.4
2024-09-06 00:17:03.408669+02:00,pilotdevice02,,60.47,12.06,322.08,25.78,-39.0,8.8,12.0,868.1,587.0,633.0,1.646592,0.05,14,1,0.4,3,55.4
2024-09-06 00:17:51.883995+02:00,pilotdevice01,,53.64,12.55,321.91,27.78,-35.0,9.0,12.0,868.3,611.0,633.0,1.646592,0.02,14,1,0.4,3,51.4
2024-09-06 00:17:53.029951+02:00,pilotdevice,449.0,48.67,12.16,320.88,26.67,-64.0,9.2,9.0,867.5,1447.0,1576.0,0.246784,0.07,14,1,0.4,3,80.4
2024-09-06 00:18:30.918804+02:00,pilotdevice02,,60.6,11.38,322.06,25.78,-43.0,11.0,11.0,867.7,588.0,634.0,0.823296,0.05,14,1,0.4,3,59.4
2024-09-06 00:18:53.066014+02:00,pilotdevice,440.0,48.69,10.98,320.91,26.68,-62.0,13.0,9.0,867.1,1448.0,1577.0,0.246784,0.07,14,1,0.4,3,78.4
2024-09-06 00:19:19.330383+02:00,pilotdevice01,,53.55,12.66,321.92,27.78,-36.0,10.5,11.0,867.3,612.0,634.0,0.823296,0.02,14,1,0.4,3,52.4
2024-09-06 00:19:47.274697+02:00,pilotdevice02,,60.77,11.92,322.09,25.77,-38.0,9.5,11.0,868.3,589.0,636.0,0.823296,0.05,14,1,0.4,3,54.4
2024-09-06 00:20:02.121642+02:00,pilotdevice,445.0,48.71,10.83,320.91,26.67,-64.0,8.8,9.0,867.5,1449.0,1578.0,0.246784,0.07,14,1,0.4,3,80.4
2024-09-06 00:20:17.612407+02:00,pilotdevice02,,60.6,12.05,322.09,25.78,-50.0,10.8,11.0,867.9,590.0,637.0,0.823296,0.05,14,1,0.4,3,66.4
2024-09-06 00:20:35.747576+02:00,pilotdevice01,,53.56,13.2,321.9,27.78,-33.0,11.0,11.0,868.3,613.0,636.0,0.823296,0.02,14,1,0.4,3,49.4
2024-09-06 00:20:53.170300+02:00,pilotdevice,446.0,48.78,10.65,320.9,26.66,-60.0,12.5,9.0,867.7,1450.0,1579.0,0.246784,0.07,14,1,0.4,3,76.4
2024-09-06 00:21:06.540231+02:00,pilotdevice01,,53.5,12.69,321.86,27.77,-37.0,10.2,11.0,867.1,614.0,637.0,0.823296,0.02,14,1,0.4,3,53.4
2024-09-06 00:21:17.583298+02:00,pilotdevice02,,60.34,11.9,322.05,25.78,-38.0,10.2,11.0,868.1,591.0,638.0,0.823296,0.05,14,1,0.4,3,54.4
2024-09-06 00:21:53.108507+02:00,pilotdevice,442.0,48.79,11.54,320.87,26.65,-61.0,11.5,8.0,867.3,1451.0,1580.0,0.133632,0.07,14,1,0.4,3,77.4
2024-09-06 00:22:06.584562+02:00,pilotdevice01,,53.59,12.99,321.9,27.77,-35.0,11.5,11.0,868.1,615.0,638.0,0.823296,0.02,14,1,0.4,3,51.4
2024-09-06 00:22:17.545051+02:00,pilotdevice02,,60.66,11.87,322.07,25.76,-40.0,9.2,11.0,867.3,592.0,639.0,0.823296,0.05,14,1,0.4,3,56.4
2024-09-06 00:22:53.153724+02:00,pilotdevice,447.0,48.87,11.2,320.87,26.66,-56.0,11.0,8.0,868.3,1452.0,1581.0,0.133632,0.07,14,1,0.4,3,72.4
2024-09-06 00:23:06.638042+02:00,pilotdevice01,,53.53,12.52,321.92,27.78,-39.0,10.5,11.0,867.3,616.0,639.0,0.823296,0.02,14,1,0.4,3,55.4
2024-09-06 00:23:17.091321+02:00,pilotdevice02,,60.71,12.35,322.07,25.76,-37.0,6.8,10.0,868.5,593.0,640.0,0.411648,0.05,14,1,0.4,3,53.4
2024-09-06 00:23:53.196477+02:00,pilotdevice,446.0,48.87,10.43,320.94,26.65,-60.0,11.5,8.0,867.9,1453.0,1582.0,0.133632,0.07,14,1,0.4,3,76.4
2024-09-06 00:24:06.257924+02:00,pilotdevice01,,53.62,13.2,321.86,27.77,-32.0,7.5,10.0,868.5,617.0,640.0,0.411648,0.02,14,1,0.4,3,48.4
2024-09-06 00:24:17.070750+02:00,pilotdevice02,,60.88,12.07,322.04,25.75,-43.0,11.5,10.0,867.1,594.0,641.0,0.411648,0.05,14,1,0.4,3,59.4
2024-09-06 00:24:53.248317+02:00,pilotdevice,444.0,48.93,11.27,320.91,26.62,-58.0,9.2,8.0,867.5,1454.0,1583.0,0.133632,0.07,14,1,0.4,3,74.4
2024-09-06 00:25:06.294980+02:00,pilotdevice01,,53.6,12.21,321.85,27.78,-36.0,7.8,10.0,868.5,618.0,641.0,0.411648,0.02,14,1,0.4,3,52.4
2024-09-06 00:25:17.029415+02:00,pilotdevice02,,60.86,11.17,322.06,25.75,-42.0,11.8,10.0,868.1,595.0,642.0,0.411648,0.05,14,1,0.4,3,58.4
2024-09-06 00:25:53.298304+02:00,pilotdevice,443.0,48.98,10.74,320.94,26.61,-58.0,10.8,8.0,867.1,1455.0,1584.0,0.133632,0.07,14,1,0.4,3,74.4
2024-09-06 00:26:06.335590+02:00,pilotdevice01,,53.6,13.22,321.88,27.77,-37.0,12.2,10.0,868.1,619.0,642.0,0.411648,0.02,14,1,0.4,3,53.4
2024-09-06 00:26:53.280352+02:00,pilotdevice,438.0,48.98,10.98,320.85,26.63,-58.0,10.2,7.0,868.3,1456.0,1585.0,0.071936,0.07,14,1,0.4,3,74.4
2024-09-06 00:27:06.380808+02:00,pilotdevice01,,53.67,13.55,321.9,27.78,-38.0,11.5,10.0,867.7,620.0,643.0,0.411648,0.02,14,1,0.4,3,54.4
2024-09-06 00:27:53.460710+02:00,pilotdevice,441.0,49.05,11.38,320.88,26.62,-60.0,10.5,7.0,867.9,1457.0,1586.0,0.071936,0.07,14,1,0.4,3,76.4
2024-09-06 00:28:06.418199+02:00,pilotdevice01,,53.67,12.51,321.84,27.79,-36.0,11.0,10.0,867.3,621.0,644.0,0.411648,0.02,14,1,0.4,3,52.4
2024-09-06 00:28:53.379116+02:00,pilotdevice,444.0,49.07,10.87,320.9,26.6,-58.0,9.8,7.0,867.7,1458.0,1587.0,0.071936,0.07,14,1,0.4,3,74.4
2024-09-06 00:29:06.271015+02:00,pilotdevice01,,53.67,12.38,321.85,27.79,-39.0,12.0,9.0,868.3,622.0,645.0,0.226304,0.02,14,1,0.4,3,55.4
2024-09-06 00:29:53.437246+02:00,pilotdevice,448.0,49.06,10.66,320.92,26.62,-57.0,8.8,7.0,867.3,1459.0,1588.0,0.071936,0.07,14,1,0.4,3,73.4
2024-09-06 00:30:06.319661+02:00,pilotdevice01,,53.55,12.62,321.86,27.79,-44.0,13.5,9.0,867.9,623.0,646.0,0.226304,0.02,14,1,0.4,3,60.4
2024-09-06 00:30:53.571693+02:00,pilotdevice,443.0,49.19,11.15,320.89,26.59,-58.0,9.8,7.0,868.3,1460.0,1589.0,0.071936,0.07,14,1,0.4,3,74.4
2024-09-06 00:31:06.351775+02:00,pilotdevice01,,53.67,13.28,321.88,27.79,-37.0,12.5,9.0,867.7,624.0,647.0,0.226304,0.02,14,1,0.4,3,53.4
2024-09-06 00:31:55.285427+02:00,pilotdevice,447.0,49.13,10.85,320.92,26.59,-55.0,8.0,12.0,867.9,1461.0,1590.0,1.810432,0.07,14,1,0.4,3,71.4
2024-09-06 00:32:06.404493+02:00,pilotdevice01,,53.66,12.85,321.87,27.79,-40.0,11.8,9.0,867.1,625.0,648.0,0.226304,0.02,14,1,0.4,3,56.4
2024-09-06 00:32:49.845831+02:00,pilotdevice02,,60.53,12.06,322.05,25.77,-44.0,8.8,9.0,868.5,596.0,648.0,0.205824,0.05,14,1,0.4,3,60.4
2024-09-06 00:33:06.442877+02:00,pilotdevice01,,53.65,13.93,321.92,27.8,-36.0,9.5,9.0,868.5,626.0,649.0,0.226304,0.02,14,1,0.4,3,52.4
2024-09-06 00:33:21.405009+02:00,pilotdevice02,,60.82,11.01,322.02,25.78,-44.0,11.5,8.0,867.7,597.0,650.0,0.123392,0.05,14,1,0.4,3,60.4
2024-09-06 00:34:06.378951+02:00,pilotdevice01,,53.69,12.61,321.92,27.79,-39.0,11.5,8.0,868.1,627.0,650.0,0.123392,0.02,14,1,0.4,3,55.4
2024-09-06 00:34:21.373376+02:00,pilotdevice02,,60.45,12.14,322.03,25.76,-44.0,8.5,8.0,867.5,598.0,651.0,0.123392,0.05,14,1,0.4,3,60.4
2024-09-06 00:34:56.401137+02:00,pilotdevice,446.0,49.22,10.49,320.92,26.58,-58.0,8.0,12.0,867.1,1462.0,1591.0,1.810432,0.07,14,1,0.4,3,74.4
2024-09-06 00:35:06.421396+02:00,pilotdevice01,,53.67,12.4,321.88,27.8,-37.0,11.8,8.0,867.7,628.0,651.0,0.123392,0.02,14,1,0.4,3,53.4
2024-09-06 00:35:21.348586+02:00,pilotdevice02,,60.61,11.59,322.02,25.75,-43.0,8.2,8.0,868.5,599.0,652.0,0.113152,0.05,14,1,0.4,3,59.4
2024-09-06 00:35:57.471095+02:00,pilotdevice,445.0,49.28,10.44,320.91,26.59,-62.0,9.8,12.0,868.3,1463.0,1594.0,1.810432,0.07,14,1,0.4,3,78.4
2024-09-06 00:36:06.473133+02:00,pilotdevice01,,53.67,12.65,321.87,27.79,-37.0,11.2,8.0,867.1,629.0,652.0,0.123392,0.02,14,1,0.4,3,53.4
2024-09-06 00:36:21.320164+02:00,pilotdevice02,,60.46,11.13,322.02,25.76,-44.0,10.8,8.0,868.1,600.0,653.0,0.113152,0.05,14,1,0.4,3,60.4
2024-09-06 00:37:06.510760+02:00,pilotdevice01,,53.62,12.92,321.87,27.79,-36.0,7.0,8.0,868.5,630.0,653.0,0.123392,0.02,14,1,0.4,3,52.4
2024-09-06 00:37:21.310580+02:00,pilotdevice02,,60.52,12.37,322.01,25.75,-44.0,11.2,8.0,867.9,601.0,654.0,0.123392,0.05,14,1,0.4,3,60.4
2024-09-06 00:37:56.667362+02:00,pilotdevice,447.0,49.28,10.7,320.91,26.6,-62.0,11.0,11.0,867.9,1464.0,1595.0,0.987136,0.07,14,1,0.4,3,78.4
2024-09-06 00:38:06.537015+02:00,pilotdevice01,,53.64,12.65,321.86,27.79,-38.0,12.0,8.0,867.9,631.0,654.0,0.113152,0.02,14,1,0.4,3,54.4
2024-09-06 00:38:21.242759+02:00,pilotdevice02,,60.65,12.07,322.04,25.75,-44.0,7.5,7.0,867.5,602.0,655.0,0.066816,0.05,14,1,0.4,3,60.4
2024-09-06 00:38:57.754321+02:00,pilotdevice,447.0,49.36,11.11,320.84,26.58,-56.0,9.2,11.0,868.1,1465.0,1597.0,0.987136,0.07,14,1,0.4,3,72.4
2024-09-06 00:39:06.540497+02:00,pilotdevice01,,53.63,13.79,321.84,27.78,-38.0,10.0,7.0,867.7,632.0,655.0,0.066816,0.02,14,1,0.4,3,54.4
2024-09-06 00:39:21.205678+02:00,pilotdevice02,,60.66,11.56,322.05,25.75,-45.0,7.5,7.0,868.5,603.0,656.0,0.066816,0.05,14,1,0.4,3,61.4
2024-09-06 00:39:57.802717+02:00,pilotdevice,441.0,49.35,11.7,320.89,26.56,-60.0,10.0,11.0,867.1,1466.0,1598.0,0.987136,0.07,14,1,0.4,3,76.4
2024-09-06 00:40:06.577575+02:00,pilotdevice01,,53.72,13.52,321.86,27.8,-39.0,9.2,7.0,867.1,633.0,656.0,0.061696,0.02,14,1,0.4,3,55.4
2024-09-06 00:40:21.182241+02:00,pilotdevice02,,60.55,11.84,322.0,25.74,-44.0,9.0,7.0,868.1,604.0,657.0,0.061696,0.05,14,1,0.4,3,60.4
2024-09-06 00:40:57.853993+02:00,pilotdevice,451.0,49.41,10.85,320.85,26.57,-55.0,10.0,11.0,868.5,1467.0,1599.0,0.987136,0.07,14,1,0.4,3,71.4
2024-09-06 00:41:06.619211+02:00,pilotdevice01,,53.69,12.64,321.83,27.78,-38.0,6.8,7.0,868.5,634.0,657.0,0.061696,0.02,14,1,0.4,3,54.4
2024-09-06 00:41:21.171664+02:00,pilotdevice02,,60.63,12.12,321.98,25.74,-45.0,10.0,7.0,867.7,605.0,658.0,0.061696,0.05,14,1,0.4,3,61.4
2024-09-06 00:41:57.379762+02:00,pilotdevice,451.0,49.43,11.0,320.84,26.59,-55.0,8.8,10.0,867.5,1468.0,1600.0,0.452608,0.07,14,1,0.4,3,71.4
2024-09-06 00:42:06.658568+02:00,pilotdevice01,,53.69,13.07,321.83,27.79,-38.0,9.0,7.0,867.9,635.0,658.0,0.061696,0.02,14,1,0.4,3,54.4
2024-09-06 00:42:21.144516+02:00,pilotdevice02,,60.74,11.16,321.99,25.74,-45.0,10.8,7.0,867.3,606.0,659.0,0.061696,0.05,14,1,0.4,3,61.4
2024-09-06 00:42:57.400056+02:00,pilotdevice,451.0,49.46,10.48,320.87,26.56,-56.0,8.8,10.0,867.5,1469.0,1601.0,0.452608,0.07,14,1,0.4,3,72.4
2024-09-06 00:43:06.703729+02:00,pilotdevice01,,53.74,13.34,321.87,27.78,-38.0,8.8,7.0,867.7,636.0,659.0,0.061696,0.02,14,1,0.4,3,54.4
2024-09-06 00:43:22.570664+02:00,pilotdevice02,,60.68,11.93,321.99,25.74,-42.0,8.0,12.0,867.1,607.0,660.0,1.482752,0.05,14,1,0.4,3,58.4
2024-09-06 00:43:57.457413+02:00,pilotdevice,448.0,49.53,10.55,320.84,26.58,-60.0,10.5,10.0,867.1,1470.0,1602.0,0.452608,0.07,14,1,0.4,3,76.4
2024-09-06 00:44:08.196500+02:00,pilotdevice01,,53.7,12.33,321.8,27.78,-35.0,9.8,12.0,867.3,637.0,660.0,1.482752,0.02,14,1,0.4,3,51.4
2024-09-06 00:44:22.729725+02:00,pilotdevice02,,60.83,13.21,322.02,25.74,-43.0,10.5,12.0,868.3,608.0,661.0,1.646592,0.05,14,1,0.4,3,59.4
2024-09-06 00:44:57.505906+02:00,pilotdevice,446.0,49.49,11.59,320.84,26.59,-55.0,8.2,10.0,868.5,1471.0,1603.0,0.452608,0.07,14,1,0.4,3,71.4
2024-09-06 00:45:08.397760+02:00,pilotdevice01,,53.64,12.89,321.83,27.78,-38.0,8.5,12.0,868.1,638.0,661.0,1.646592,0.02,14,1,0.4,3,54.4
2024-09-06 00:45:51.045286+02:00,pilotdevice02,,60.82,12.81,321.98,25.74,-41.0,9.5,12.0,867.7,609.0,662.0,1.646592,0.05,14,1,0.4,3,57.4
2024-09-06 00:46:07.543359+02:00,pilotdevice,438.0,49.51,11.77,320.82,26.55,-57.0,8.8,10.0,867.5,1472.0,1604.0,0.452608,0.07,14,1,0.4,3,73.4
2024-09-06 00:46:36.667969+02:00,pilotdevice01,,53.62,12.8,321.84,27.77,-34.0,8.5,12.0,867.7,639.0,662.0,1.646592,0.02,14,1,0.4,3,50.4
2024-09-06 00:46:57.385149+02:00,pilotdevice,443.0,49.61,10.59,320.88,26.58,-64.0,13.8,9.0,867.1,1473.0,1605.0,0.246784,0.07,14,1,0.4,3,80.4
2024-09-06 00:47:07.427396+02:00,pilotdevice02,,60.76,11.53,321.96,25.73,-45.0,10.0,12.0,868.3,610.0,663.0,1.646592,0.05,14,1,0.4,3,61.4
2024-09-06 00:47:53.113613+02:00,pilotdevice01,,53.72,13.72,321.8,27.77,-34.0,9.8,12.0,868.3,640.0,663.0,1.646592,0.02,14,1,0.4,3,50.4
2024-09-06 00:47:57.443408+02:00,pilotdevice,439.0,49.63,10.44,320.78,26.55,-64.0,13.8,9.0,868.3,1474.0,1606.0,0.246784,0.07,14,1,0.4,3,80.4
2024-09-06 00:48:34.912641+02:00,pilotdevice02,,61.02,12.46,322.04,25.74,-37.0,11.5,11.0,867.9,611.0,664.0,0.823296,0.05,14,1,0.4,3,53.4
2024-09-06 00:48:57.494149+02:00,pilotdevice,444.0,49.66,10.51,320.8,26.58,-64.0,12.5,9.0,867.9,1475.0,1607.0,0.246784,0.07,14,1,0.4,3,80.4
2024-09-06 00:49:20.527954+02:00,pilotdevice01,,53.67,12.68,321.85,27.77,-37.0,10.0,11.0,867.1,641.0,664.0,0.823296,0.02,14,1,0.4,3,53.4
2024-09-06 00:49:51.293676+02:00,pilotdevice02,,60.67,10.59,321.97,25.71,-38.0,9.5,11.0,868.1,612.0,666.0,0.823296,0.05,14,1,0.4,3,54.4
2024-09-06 00:49:57.530357+02:00,pilotdevice,444.0,49.66,10.76,320.81,26.57,-61.0,12.2,9.0,867.7,1476.0,1608.0,0.246784,0.07,14,1,0.4,3,77.4
2024-09-06 00:50:21.706812+02:00,pilotdevice02,,60.72,11.89,322.0,25.7,-39.0,8.8,11.0,867.9,613.0,667.0,0.823296,0.05,14,1,0.4,3,55.4
2024-09-06 00:50:36.967925+02:00,pilotdevice01,,53.69,12.29,321.81,27.77,-37.0,11.8,11.0,868.1,642.0,666.0,0.823296,0.02,14,1,0.4,3,53.4
2024-09-06 00:50:57.583260+02:00,pilotdevice,449.0,49.69,10.07,320.81,26.55,-66.0,11.2,9.0,867.3,1477.0,1609.0,0.246784,0.07,14,1,0.4,3,82.4
2024-09-06 00:51:07.768498+02:00,pilotdevice01,,53.71,12.96,321.77,27.76,-36.0,11.8,11.0,867.1,643.0,667.0,0.823296,0.02,14,1,0.4,3,52.4
2024-09-06 00:51:21.681775+02:00,pilotdevice02,,60.7,12.45,321.94,25.7,-40.0,8.5,11.0,868.5,614.0,668.0,0.823296,0.05,14,1,0.4,3,56.4
2024-09-06 00:51:57.515936+02:00,pilotdevice,445.0,49.74,10.4,320.83,26.54,-55.0,10.8,8.0,868.3,1478.0,1610.0,0.133632,0.07,14,1,0.4,3,71.4
2024-09-06 00:52:07.809461+02:00,pilotdevice01,,53.69,11.36,321.79,27.77,-35.0,11.5,11.0,868.1,644.0,668.0,0.823296,0.02,14,1,0.4,3,51.4
2024-09-06 00:52:21.662584+02:00,pilotdevice02,,60.78,11.58,321.91,25.7,-36.0,12.2,11.0,867.7,615.0,669.0,0.823296,0.05,14,1,0.4,3,52.4
